timestamp,air_temperature,humidity,co2_level,light_intensity,soil_moisture,soil_ph,soil_temperature,ec_conductivity,nitrogen,phosphorus,potassium,vpd,light_hours,ventilation_rate,outside_temperature,outside_humidity,wind_speed,crop_type,growth_stage,leaf_wetness_hours,previous_irrigation_mm,health_score,health_category,disease_risk_score,disease_risk_level,irrigation_need
2025-06-05 23:38:24,40.8,70.03,805.91,8774.33,41.49,6.42,34.04,1.73,180.87,48.99,184.29,2.3067,13.45,48.15,39.64,36.37,12.17,Herbs,Flowering,3.25,1.63,71.3,Good,27.4,Low,Medium
2025-06-06 02:25:41,30.34,68.48,812.74,7304.44,37.72,5.89,24.9,2.12,165.13,48.12,178.88,1.364,13.46,13.11,37.82,37.27,6.35,Cucumber,Seedling,2.56,5.7,80.0,Excellent,23.3,Low,Medium
2025-06-06 02:36:02,39.1,74.08,814.45,7735.85,41.21,6.39,34.09,1.73,183.8,50.38,183.17,1.8217,13.46,46.32,38.91,38.17,12.68,Herbs,Flowering,3.09,1.5,65.6,Moderate,25.8,Low,Medium
2025-06-06 04:42:11,30.99,71.74,820.92,4918.43,37.37,5.88,24.54,2.2,164.28,50.36,171.25,1.2693,13.46,19.92,38.88,37.73,8.02,Cucumber,Seedling,3.78,5.24,70.6,Good,39.8,Low,Low
2025-06-06 06:13:10,37.81,73.05,774.25,8334.99,41.02,6.4,34.45,1.76,191.37,48.48,180.11,1.7669,13.46,44.62,39.6,40.2,12.71,Herbs,Flowering,3.09,1.38,63.8,Moderate,31.6,Low,Medium
2025-06-06 07:26:22,43.39,40.71,841.79,9505.29,40.64,6.59,30.45,1.72,184.57,42.73,185.3,2.5,13.46,33.41,44.25,27.87,6.42,Lettuce,Vegetative,1.64,5.5,69.8,Moderate,15.7,Low,High
2025-06-06 07:53:24,32.26,72.62,793.04,3033.05,37.12,5.87,24.75,2.06,160.98,47.14,175.35,1.321,13.46,20.91,40.82,37.26,7.79,Cucumber,Seedling,4.34,4.82,61.9,Moderate,38.7,Low,Low
2025-06-06 09:42:24,30.76,79.33,917.53,8328.64,50.92,6.47,28.74,1.69,195.84,45.84,192.66,0.9163,13.46,42.76,32.23,67.99,13.91,Chili,Vegetative,0.0,2.85,79.6,Good,39.9,Low,Low
2025-06-06 10:02:37,37.12,73.11,759.36,10739.57,40.85,6.42,33.77,1.75,189.2,47.76,175.09,1.6981,13.46,46.69,40.2,40.96,12.52,Herbs,Flowering,2.88,1.27,68.2,Moderate,24.0,Low,Medium
2025-06-06 10:03:19,32.28,69.92,825.75,5986.18,36.91,5.86,24.75,1.96,163.66,47.51,176.34,1.453,13.46,28.56,40.33,37.48,6.84,Cucumber,Seedling,4.07,4.44,73.6,Good,31.0,Low,Medium
2025-06-06 10:47:59,44.0,42.94,848.38,9643.92,40.38,6.6,31.23,1.77,186.21,45.39,185.53,2.5,13.46,36.7,41.74,26.12,8.73,Lettuce,Vegetative,2.75,5.06,67.1,Moderate,16.8,Low,Medium
2025-06-06 11:46:36,30.08,76.78,896.97,10386.86,50.67,6.45,28.64,1.71,198.66,44.03,197.13,0.9899,13.46,46.32,31.35,66.89,11.68,Chili,Vegetative,0.69,2.62,78.6,Good,34.5,Low,Low
2025-06-06 13:02:20,36.7,71.85,729.06,13119.33,40.73,6.44,33.37,1.65,191.22,50.72,174.23,1.7378,13.46,45.41,41.34,43.87,12.68,Herbs,Flowering,2.38,1.17,66.2,Moderate,23.5,Low,Medium
2025-06-06 13:07:41,33.24,64.69,846.26,10049.24,36.57,5.89,24.85,2.06,166.32,49.59,177.09,1.8007,13.46,30.82,40.29,33.85,7.4,Cucumber,Seedling,4.02,4.08,69.9,Moderate,26.1,Low,Low
2025-06-06 14:25:47,43.68,43.67,848.09,11260.96,40.1,6.61,31.85,1.85,190.83,46.08,185.84,2.5,13.46,37.96,40.42,25.45,8.82,Lettuce,Vegetative,2.51,4.66,64.7,Moderate,11.6,Low,High
2025-06-06 15:09:48,28.87,74.11,876.01,12560.55,50.4,6.46,28.38,1.67,198.02,45.04,196.0,1.0295,13.46,46.18,32.21,58.26,11.23,Chili,Vegetative,1.02,2.41,83.6,Excellent,41.0,Medium,Low
2025-06-06 16:15:11,33.31,60.06,871.27,10596.87,36.23,5.9,25.36,2.08,160.98,46.83,178.95,2.0442,13.46,30.78,42.34,32.17,6.3,Cucumber,Seedling,4.16,3.75,72.3,Good,20.7,Low,Medium
2025-06-06 17:17:13,42.8,43.69,881.92,8520.12,39.77,6.66,32.16,1.92,189.12,47.74,180.8,2.5,13.46,34.54,39.75,26.24,8.83,Lettuce,Vegetative,1.72,4.28,58.6,Fair,18.0,Low,Medium
2025-06-06 18:15:56,30.5,74.9,833.38,10369.12,50.32,6.46,28.22,1.63,200.95,47.29,190.27,1.0956,13.46,39.93,31.69,57.39,10.27,Chili,Vegetative,0.1,2.22,76.5,Good,24.6,Low,Low
2025-06-06 18:40:22,35.74,60.23,878.04,9426.89,36.12,5.92,26.04,2.1,155.18,49.55,177.63,2.3299,13.46,31.16,41.6,30.08,6.41,Cucumber,Seedling,4.33,3.45,70.7,Good,25.7,Low,Medium
2025-06-06 19:25:56,42.4,48.58,894.5,6172.4,39.66,6.65,32.73,1.79,190.67,47.12,179.93,2.5,13.46,34.49,42.64,25.15,9.95,Lettuce,Vegetative,1.48,3.94,65.4,Moderate,20.4,Low,Medium
2025-06-06 20:40:03,38.44,69.93,788.2,10715.07,40.52,6.46,33.46,1.75,189.58,51.5,176.36,2.0403,13.46,43.38,42.73,39.77,10.57,Herbs,Flowering,2.95,1.07,70.6,Good,20.4,Low,Medium
2025-06-06 21:44:40,36.62,59.96,848.29,7070.41,35.99,5.93,26.62,2.08,156.29,48.63,176.73,2.4604,13.46,31.69,43.2,31.29,6.88,Cucumber,Seedling,3.79,3.18,67.7,Moderate,24.4,Low,Medium
2025-06-06 21:54:59,42.18,53.1,865.6,5233.08,39.43,6.67,33.07,1.82,191.94,49.13,180.61,2.5,13.46,33.21,45.18,22.1,9.25,Lettuce,Vegetative,0.91,3.62,69.8,Moderate,7.8,Low,Medium
2025-06-06 22:11:35,28.57,72.89,845.4,9313.54,50.18,6.46,28.14,1.69,211.76,46.72,202.17,1.0589,13.46,37.9,31.21,51.75,10.46,Chili,Vegetative,0.78,2.04,80.9,Excellent,28.9,Low,Low
2025-06-06 23:18:58,37.92,69.01,,10467.79,40.39,,33.97,1.76,190.16,49.6,177.39,2.0442,13.46,44.41,44.14,39.19,10.46,Herbs,Fruiting,3.05,0.99,,,,,
2025-06-07 00:28:12,36.43,62.04,884.5,5645.6,35.89,5.96,27.18,2.19,154.42,51.85,171.93,2.3089,13.46,31.61,42.41,32.24,6.36,Cucumber,Seedling,2.55,2.92,65.8,Moderate,18.8,Low,Medium
2025-06-07 01:07:40,42.05,55.74,879.48,6772.69,39.19,6.65,33.08,1.83,186.53,47.16,177.56,2.5,13.46,33.03,41.85,21.7,7.85,Lettuce,Vegetative,0.28,3.33,71.1,Good,16.4,Low,Medium
2025-06-07 02:59:09,35.82,70.88,856.67,9415.13,40.25,6.45,33.67,1.62,186.36,47.8,176.4,1.7126,13.46,41.96,44.91,37.23,10.07,Herbs,Fruiting,4.17,0.91,69.2,Moderate,31.4,Low,Medium
2025-06-07 03:41:06,36.04,65.5,882.24,3339.28,35.68,5.93,27.82,2.28,155.48,52.07,173.9,2.0541,13.46,29.02,43.89,30.72,7.61,Cucumber,Seedling,2.18,2.69,73.8,Good,21.2,Low,Medium
2025-06-07 03:59:52,26.44,58.92,929.34,15150.16,52.83,6.16,22.1,2.0,187.56,44.71,161.02,1.4177,13.46,48.27,39.62,29.44,7.77,Capsicum,Seedling,2.96,32.7,98.2,Excellent,29.3,Low,Low
2025-06-07 04:14:00,40.37,56.8,896.73,5124.01,38.97,6.61,33.58,1.97,187.58,49.04,179.19,2.5,13.46,32.86,43.52,23.13,7.0,Lettuce,Vegetative,0.37,3.07,67.2,Moderate,20.9,Low,Medium
2025-06-07 05:02:31,28.0,74.19,883.63,8765.39,50.05,6.46,27.58,1.69,213.09,48.53,210.05,0.9758,13.46,38.61,33.41,51.61,10.23,Chili,Vegetative,1.46,1.88,85.6,Excellent,32.0,Low,Low
2025-06-07 06:11:00,38.92,62.81,872.45,4328.39,35.34,5.96,28.25,2.2,162.3,47.93,171.2,2.5,13.46,31.03,39.47,34.87,7.99,Cucumber,Seedling,2.21,2.47,62.9,Moderate,25.9,Low,Medium
2025-06-07 06:20:41,36.59,72.31,857.79,9171.03,40.04,6.42,33.94,1.63,175.85,45.49,182.84,1.6984,13.46,39.8,44.4,33.31,10.24,Herbs,Fruiting,4.05,0.84,66.8,Moderate,32.5,Low,Medium
2025-06-07 06:55:12,,57.12,913.44,11186.78,52.53,,22.52,2.26,177.58,45.06,160.42,1.7385,13.46,45.27,42.51,27.78,8.17,Capsicum,Seedling,2.67,30.08,,,,,
2025-06-07 08:10:59,41.11,56.25,897.81,6680.58,38.74,6.62,33.21,1.87,191.94,51.32,179.83,2.5,13.46,34.13,43.06,25.03,7.38,Lettuce,Vegetative,0.55,2.82,71.9,Good,11.3,Low,Medium
2025-06-07 08:18:46,30.85,72.65,837.0,9724.96,49.9,6.5,27.67,1.71,212.47,50.57,207.86,1.2181,13.46,40.84,34.83,50.92,9.52,Chili,Flowering,1.72,1.73,81.8,Excellent,28.2,Low,Low
2025-06-07 09:14:43,37.09,71.58,837.12,10164.94,39.77,6.42,33.83,1.56,177.19,46.1,183.16,1.7922,13.46,43.42,46.12,35.68,10.64,Herbs,Fruiting,3.32,0.77,64.6,Moderate,38.4,Low,Medium
2025-06-07 10:04:23,37.12,63.62,852.53,5615.16,35.13,5.96,28.52,2.36,162.73,47.04,167.6,2.2975,13.46,30.99,39.03,30.33,6.52,Cucumber,Seedling,2.11,2.28,66.2,Moderate,17.5,Low,Medium
2025-06-07 10:12:51,32.0,51.45,890.6,11596.45,51.97,6.18,23.01,2.34,180.7,41.93,162.87,2.3079,13.46,47.3,42.51,24.41,7.38,Capsicum,Seedling,2.66,27.68,95.0,Excellent,17.2,Low,Low
2025-06-07 11:35:50,39.59,68.08,801.81,10885.58,39.66,6.38,33.45,1.59,174.67,47.11,179.88,2.3036,13.46,44.12,47.83,37.06,12.27,Herbs,Fruiting,3.11,0.71,69.3,Moderate,28.2,Low,Medium
2025-06-07 11:51:45,30.4,69.84,789.39,11650.44,49.75,6.51,27.89,1.68,213.52,51.12,207.51,1.309,13.46,42.3,33.81,49.4,9.14,Chili,Flowering,2.07,1.59,81.6,Excellent,22.8,Low,Low
2025-06-07 13:34:20,37.24,61.92,827.03,8958.54,34.8,5.98,28.71,2.31,163.01,47.92,168.09,2.4205,13.46,34.4,36.89,38.22,6.03,Cucumber,Vegetative,2.03,2.09,61.9,Moderate,24.4,Low,Medium
2025-06-07 13:48:16,42.49,66.91,805.24,13874.0,39.32,6.37,33.73,1.6,177.65,46.45,177.91,2.5,13.46,43.75,46.62,38.36,12.1,Herbs,Fruiting,2.96,0.65,68.5,Moderate,29.8,Low,Medium
2025-06-07 13:48:19,33.67,46.0,891.83,13385.98,51.43,6.16,23.55,2.35,183.42,40.56,166.14,2.5,13.46,46.68,44.42,21.42,9.76,Capsicum,Seedling,2.73,25.46,79.6,Good,19.3,Low,Low
2025-06-07 15:23:43,32.12,66.31,735.88,13699.73,49.51,6.47,27.75,1.7,218.92,51.88,206.37,1.6126,13.46,41.97,34.51,46.7,10.38,Chili,Flowering,3.45,1.46,68.3,Moderate,18.6,Low,Low
2025-06-07 16:14:54,36.98,61.83,827.04,8482.55,34.47,5.98,29.25,2.39,163.5,51.65,,2.3921,13.46,37.72,39.15,34.89,4.97,Cucumber,Vegetative,,1.93,,,,,
2025-06-07 16:41:06,35.97,43.9,874.83,13658.26,51.03,6.17,23.88,2.13,181.52,39.72,165.25,2.5,13.46,46.21,46.61,21.78,10.14,Capsicum,Seedling,2.06,23.43,80.0,Excellent,15.6,Low,Medium
2025-06-07 16:42:20,44.0,63.06,819.65,13984.98,38.99,6.35,34.35,1.64,179.85,46.66,175.19,2.5,13.46,44.41,48.57,36.63,11.29,Herbs,Fruiting,2.83,0.6,69.3,Moderate,26.2,Low,Medium
2025-06-07 17:43:08,39.92,56.95,878.14,5365.45,38.56,6.62,33.15,1.86,198.16,49.26,186.53,2.5,13.46,28.73,38.9,29.39,8.44,Lettuce,Vegetative,0.0,2.6,72.8,Good,20.0,Low,Medium
2025-06-07 18:50:42,35.84,62.65,841.84,7884.67,34.15,5.99,29.72,2.37,165.56,50.1,161.12,2.1993,13.46,36.99,38.82,34.0,3.82,Cucumber,Vegetative,2.74,1.77,66.7,Moderate,24.5,Low,Medium
2025-06-07 19:01:32,43.82,64.05,790.11,10961.69,38.71,6.38,34.82,1.72,175.44,44.39,178.26,2.5,13.46,42.25,47.97,41.77,10.8,Herbs,Fruiting,2.35,0.55,70.5,Good,9.0,Low,Medium
2025-06-07 19:07:45,32.66,67.05,789.83,12158.27,49.3,6.46,27.91,1.7,217.77,53.46,203.71,1.6262,13.46,42.18,34.66,42.95,10.67,Chili,Flowering,3.69,1.35,76.9,Good,26.2,Low,Low
2025-06-07 20:24:57,37.8,42.79,901.93,11447.0,50.47,6.14,24.22,2.34,176.94,41.8,159.17,2.5,13.46,44.45,47.04,20.67,8.78,Capsicum,Seedling,1.86,21.55,69.9,Moderate,18.3,Low,Medium
2025-06-07 21:16:48,44.0,66.91,821.92,8843.95,38.36,6.39,35.4,1.7,176.17,42.13,179.48,2.5,13.46,39.11,45.3,42.62,11.13,Herbs,Fruiting,2.68,0.51,65.6,Moderate,20.3,Low,Medium
2025-06-07 21:23:02,35.82,66.52,827.08,6968.48,34.03,6.0,29.81,2.34,168.08,47.65,154.17,1.9689,13.46,41.54,38.67,35.11,3.44,Cucumber,Vegetative,2.0,1.63,68.5,Moderate,24.1,Low,Medium
2025-06-07 21:29:36,38.63,59.71,875.61,3764.25,38.3,6.61,33.57,1.85,205.77,47.84,189.86,2.5,13.46,28.26,37.86,25.72,8.62,Lettuce,Vegetative,0.19,2.39,69.2,Moderate,19.0,Low,Medium
2025-06-07 21:29:59,31.82,70.37,770.73,9757.91,49.05,6.46,27.74,1.83,217.81,55.54,194.39,1.3944,13.46,38.54,37.83,41.91,10.22,Chili,Flowering,3.34,1.24,72.1,Good,33.9,Low,Medium
2025-06-07 23:12:46,38.25,37.3,893.65,9140.76,50.07,6.13,25.22,2.27,175.4,39.69,165.1,2.5,13.46,43.11,47.47,15.98,8.3,Capsicum,Seedling,1.56,19.83,64.6,Moderate,26.8,Low,Medium
2025-06-07 23:38:20,36.8,64.14,883.91,7193.01,33.74,6.0,29.94,2.33,169.11,47.12,157.88,2.2264,13.46,38.06,39.16,32.72,3.7,Cucumber,Vegetative,1.92,1.5,67.3,Moderate,6.4,Low,Medium
2025-06-08 00:15:51,31.09,71.4,802.35,8579.06,48.87,6.47,27.63,1.75,222.27,54.61,196.59,1.2918,13.47,35.06,35.42,39.3,8.66,Chili,Flowering,3.36,1.14,73.6,Good,32.4,Low,Medium
2025-06-08 00:20:43,38.71,61.22,927.33,2923.57,38.15,6.6,33.27,1.96,206.62,51.46,188.68,2.5,13.47,30.71,38.01,28.4,8.36,Lettuce,Vegetative,0.23,2.2,68.0,Moderate,12.9,Low,Medium
2025-06-08 01:14:04,42.22,68.48,803.4,7216.26,38.2,6.38,36.0,1.46,176.15,37.95,180.1,2.5,13.47,37.92,43.26,40.95,12.46,Herbs,Fruiting,2.58,0.47,61.7,Moderate,15.0,Low,Medium
2025-06-08 02:12:12,36.78,66.46,903.38,5538.77,33.54,5.97,30.32,2.32,168.81,46.87,153.99,2.0792,13.47,38.41,36.96,30.05,5.87,Cucumber,Vegetative,2.26,1.38,58.0,Fair,18.2,Low,Medium
2025-06-08 02:52:27,38.01,37.33,878.02,7142.82,49.72,6.12,25.45,2.26,174.8,37.12,165.96,2.5,13.47,37.81,47.42,21.54,7.3,Capsicum,Seedling,2.17,18.24,67.9,Moderate,19.2,Low,Medium
2025-06-08 04:12:02,31.69,69.97,855.01,6264.48,48.77,6.47,27.31,1.81,220.32,53.44,196.14,1.4031,13.47,33.95,35.73,36.97,7.83,Chili,Flowering,3.67,1.05,85.1,Excellent,31.3,Low,Medium
2025-06-08 04:45:03,36.58,65.23,864.58,4347.77,33.2,5.96,30.64,2.32,169.18,47.25,158.6,2.1328,13.47,38.45,37.54,31.2,7.51,Cucumber,Vegetative,1.95,1.27,65.8,Moderate,18.3,Low,Medium
2025-06-08 04:55:24,42.4,69.61,797.48,6523.89,37.97,6.37,35.42,1.51,184.42,37.02,181.62,2.5,13.47,36.87,43.35,33.83,12.21,Herbs,Fruiting,2.38,0.43,62.3,Moderate,16.7,Low,Medium
2025-06-08 05:15:50,37.72,37.01,814.81,5681.78,49.3,6.13,25.63,2.38,173.4,39.21,175.94,2.5,13.47,36.03,49.87,22.4,6.48,Capsicum,Seedling,1.95,16.78,67.5,Moderate,17.7,Low,Medium
2025-06-08 06:16:33,32.88,71.27,874.01,5637.42,48.5,6.45,27.34,1.85,224.74,50.15,191.52,1.4351,13.47,35.1,34.53,36.84,8.68,Chili,Flowering,3.7,0.96,79.9,Good,37.6,Low,Low
2025-06-08 07:06:52,36.28,63.07,865.28,3684.58,33.09,5.97,31.15,2.25,164.44,48.62,162.9,2.2278,13.47,40.23,36.7,34.0,6.02,Cucumber,Vegetative,1.32,1.17,65.2,Moderate,12.7,Low,High
2025-06-08 08:12:17,38.45,36.73,766.65,6555.38,48.87,6.16,25.74,2.38,178.82,38.19,175.06,2.5,13.47,39.55,50.0,19.77,8.02,Capsicum,Seedling,1.93,15.44,63.8,Moderate,29.2,Low,Medium
2025-06-08 08:44:06,42.52,67.14,780.57,7638.08,37.69,6.39,35.75,1.61,178.91,36.8,175.25,2.5,13.47,37.25,43.55,34.69,12.04,Herbs,Fruiting,2.9,0.39,63.3,Moderate,25.1,Low,Medium
2025-06-08 08:52:31,31.97,67.82,842.97,5995.12,48.31,6.44,27.12,1.91,222.02,51.31,189.94,1.5274,13.47,41.15,36.97,33.53,10.09,Chili,Flowering,3.14,0.89,83.8,Excellent,20.7,Low,Medium
2025-06-08 09:39:59,37.28,61.62,904.17,5213.08,32.79,5.96,31.2,2.25,171.3,47.67,162.87,2.4459,13.47,43.98,36.05,35.6,6.26,Cucumber,Vegetative,0.71,1.07,67.0,Moderate,19.1,Low,High
2025-06-08 10:31:09,38.81,37.19,773.48,8200.91,48.75,6.14,26.45,2.46,174.85,38.9,171.95,2.5,13.47,36.23,46.05,22.87,5.85,Capsicum,Seedling,2.45,14.2,66.2,Moderate,14.1,Low,Medium
2025-06-08 11:01:17,31.15,66.19,869.92,9518.53,48.11,6.42,26.9,2.03,214.89,50.52,193.91,1.5323,13.47,41.78,34.98,37.55,8.61,Chili,Flowering,3.25,0.82,75.5,Good,19.7,Low,Medium
2025-06-08 11:03:34,44.0,63.53,806.82,9344.99,37.58,6.39,35.98,1.67,172.15,40.12,179.22,2.5,13.47,42.99,44.27,36.66,12.34,Herbs,Fruiting,2.74,0.36,71.6,Good,11.0,Low,Medium
2025-06-08 11:55:19,38.38,59.36,907.32,8200.75,32.59,5.96,31.05,2.04,171.29,48.05,161.95,2.5,13.47,44.73,38.34,33.53,8.99,Cucumber,Vegetative,0.46,0.99,64.0,Moderate,12.8,Low,Medium
2025-06-08 13:51:42,30.71,62.61,861.52,11040.73,47.8,6.42,26.75,2.07,222.01,50.18,191.0,1.6524,13.47,42.7,36.01,44.03,8.39,Chili,Flowering,2.8,0.75,82.1,Excellent,17.3,Low,Low
2025-06-08 14:01:09,38.15,61.08,907.07,7182.62,37.86,6.61,33.47,2.07,209.72,52.13,186.0,2.5,13.47,36.94,41.1,28.53,7.96,Lettuce,Vegetative,0.54,2.02,62.9,Moderate,17.3,Low,Medium
2025-06-08 14:07:47,40.39,38.37,793.15,9467.31,48.58,6.17,27.35,2.46,177.65,34.99,172.05,2.5,13.47,31.6,48.1,25.63,6.91,Capsicum,Seedling,1.36,13.07,63.6,Moderate,23.0,Low,Medium
2025-06-08 14:16:58,44.0,62.65,779.59,11104.29,37.4,6.4,35.98,1.64,165.45,37.62,175.37,2.5,13.47,41.64,42.32,39.24,12.74,Herbs,Fruiting,2.33,0.33,67.1,Moderate,17.2,Low,Medium
2025-06-08 15:52:01,38.76,59.11,869.43,9608.56,32.36,5.95,31.12,2.0,177.96,48.17,162.94,2.5,13.47,44.27,41.77,31.61,9.99,Cucumber,Vegetative,0.29,0.91,67.6,Moderate,14.5,Low,Medium
2025-06-08 15:56:54,30.0,60.55,874.96,10213.12,47.68,6.39,26.38,2.13,221.31,48.08,191.46,1.6742,13.47,43.7,35.26,44.0,8.11,Chili,Flowering,2.13,0.69,88.3,Excellent,21.5,Low,Low
2025-06-08 16:28:42,42.9,58.6,816.32,11177.87,37.23,6.39,36.0,1.48,,37.68,,2.5,13.47,43.5,42.55,39.23,11.49,Herbs,Harvest,2.59,0.31,,,,,
2025-06-08 17:14:36,36.89,63.45,910.45,5152.53,37.64,6.64,33.34,2.03,209.13,51.61,182.86,2.2789,13.47,38.07,40.83,24.79,7.7,Lettuce,Vegetative,1.71,1.86,73.9,Good,21.9,Low,Medium
2025-06-08 18:04:20,38.79,41.55,781.4,7281.25,48.48,6.18,27.44,2.51,179.44,34.69,176.71,2.5,13.47,30.22,46.88,25.17,7.16,Capsicum,Seedling,0.69,12.02,66.3,Moderate,11.7,Low,Medium
2025-06-08 18:13:52,30.59,59.17,907.96,7132.99,47.46,6.41,26.39,2.22,214.46,44.84,195.48,1.792,13.47,41.21,34.78,43.28,6.46,Chili,Flowering,2.4,0.64,78.7,Good,24.6,Low,Low
2025-06-08 19:18:29,39.18,58.82,870.02,6658.41,32.2,5.91,31.47,2.02,178.29,54.21,162.84,2.5,13.47,42.52,40.9,35.01,10.31,Cucumber,Vegetative,0.0,0.84,66.2,Moderate,12.9,Low,High
2025-06-08 20:00:41,40.86,61.29,841.56,9346.47,37.13,6.39,36.0,1.58,167.61,37.8,179.17,2.5,13.47,44.94,41.28,43.14,12.36,Herbs,Harvest,2.86,0.28,72.9,Good,22.5,Low,Medium
2025-06-08 20:22:23,37.86,44.79,825.8,5927.35,48.19,6.17,27.52,2.51,173.31,33.32,184.02,2.5,13.47,23.11,46.74,26.4,7.92,Capsicum,Seedling,0.83,11.06,64.2,Moderate,17.0,Low,Medium
2025-06-08 20:26:27,38.1,63.16,902.06,3894.6,37.33,6.65,33.07,2.11,201.42,56.58,178.41,2.4536,13.47,32.68,41.88,27.81,6.79,Lettuce,Vegetative,2.48,1.71,68.0,Moderate,14.5,Low,Medium
2025-06-08 21:27:00,30.71,60.41,921.62,6018.96,47.28,6.44,26.71,2.19,215.57,45.01,192.36,1.7494,13.47,39.12,35.02,43.16,6.11,Chili,Flowering,2.47,0.58,80.6,Excellent,16.7,Low,Medium
2025-06-08 21:57:26,39.4,59.74,914.44,5356.14,32.12,5.91,31.87,1.96,179.52,54.44,159.83,2.5,13.47,37.41,39.51,36.09,11.36,Cucumber,Vegetative,0.0,0.77,62.6,Moderate,13.8,Low,Medium
2025-06-08 23:02:20,40.33,48.46,818.82,5287.77,47.98,6.12,28.06,2.46,172.79,33.49,182.96,2.5,13.47,20.77,47.6,27.93,8.46,Capsicum,Seedling,0.0,10.18,66.7,Moderate,19.1,Low,Medium
2025-06-08 23:20:37,39.72,62.34,846.74,7448.68,37.01,6.39,35.85,1.54,167.95,39.04,174.08,2.5,13.47,41.44,38.58,43.57,10.63,Herbs,Harvest,2.46,0.26,64.9,Moderate,21.8,Low,Low
2025-06-08 23:48:59,30.91,63.17,890.79,4901.29,46.99,6.46,26.38,2.05,221.13,45.34,197.18,1.6463,13.47,37.64,34.69,44.47,5.74,Chili,Flowering,1.32,0.54,78.9,Good,16.5,Low,Medium
2025-06-09 01:20:01,39.23,60.96,935.92,3308.13,31.93,5.89,32.36,1.95,176.5,55.67,165.0,2.5,13.47,34.15,38.56,32.77,11.12,Cucumber,Vegetative,0.28,0.71,66.7,Moderate,15.3,Low,High
2025-06-09 02:11:19,40.53,52.34,783.77,5877.27,47.73,6.16,28.07,2.43,166.18,32.23,184.22,2.5,13.47,20.92,43.05,26.81,7.3,Capsicum,Seedling,0.0,9.36,67.4,Moderate,22.6,Low,Medium
2025-06-09 02:22:39,32.54,60.23,901.03,4594.19,46.64,6.46,26.74,2.06,218.43,45.42,203.1,1.9494,13.47,39.03,37.09,48.47,3.83,Chili,Flowering,1.79,0.5,72.8,Good,20.1,Low,Medium
2025-06-09 03:11:56,39.18,63.45,796.31,5185.21,36.69,6.35,35.57,1.44,166.69,39.45,180.92,2.5,13.47,36.41,37.98,42.67,10.98,Herbs,Harvest,2.83,0.24,63.8,Moderate,18.5,Low,Medium
2025-06-09 04:52:06,39.41,54.34,838.56,4879.3,47.65,6.14,28.8,2.44,167.61,35.41,182.05,2.5,13.47,20.79,42.18,29.53,7.52,Capsicum,Seedling,0.0,8.61,73.9,Good,14.7,Low,Low
2025-06-09 04:56:17,31.41,62.23,886.41,3708.49,46.34,6.46,26.92,2.06,215.27,44.6,201.97,1.7371,13.47,38.04,39.68,50.27,4.82,Chili,Flowering,1.79,0.46,77.4,Good,26.4,Low,Medium
2025-06-09 05:13:13,40.59,58.58,935.2,3124.46,31.74,5.88,32.75,1.89,177.46,54.43,166.35,2.5,13.47,33.26,37.47,30.44,11.66,Cucumber,Vegetative,0.67,0.65,62.7,Moderate,11.0,Low,Medium
2025-06-09 05:46:43,38.65,62.32,797.28,4217.39,36.4,6.34,35.3,1.44,162.67,38.46,182.28,2.5,13.47,35.41,35.97,39.93,9.96,Herbs,Harvest,1.94,0.22,56.4,Fair,19.4,Low,Medium
2025-06-09 07:14:50,40.18,55.6,896.96,4816.55,31.51,5.9,33.64,1.91,177.39,56.46,172.85,2.5,13.47,37.42,39.8,35.51,10.22,Cucumber,Vegetative,0.5,0.6,65.6,Moderate,7.7,Low,High
2025-06-09 07:49:12,31.41,59.8,887.65,4058.79,46.17,6.44,27.39,2.06,220.56,45.54,205.8,1.8483,13.47,38.86,42.04,44.71,5.47,Chili,Flowering,2.63,0.42,79.9,Good,23.1,Low,Low
2025-06-09 08:30:13,37.86,64.03,767.31,5778.72,36.28,6.36,34.91,1.47,165.82,41.46,179.28,2.3646,13.47,34.69,37.1,39.04,10.82,Herbs,Harvest,2.8,0.2,59.7,Fair,11.4,Low,Low
2025-06-09 08:37:44,39.93,51.25,801.62,5864.55,47.31,6.12,29.18,2.39,170.63,35.99,185.27,2.5,13.47,17.9,42.41,27.42,9.88,Capsicum,Seedling,0.16,7.92,67.5,Moderate,25.1,Low,Medium
2025-06-09 09:56:01,38.7,62.29,926.41,7084.57,37.15,6.67,33.05,2.27,198.32,57.68,183.37,2.5,13.47,34.35,42.84,29.57,7.82,Lettuce,Vegetative,3.95,1.57,69.0,Moderate,30.8,Low,Medium
2025-06-09 10:20:04,40.55,54.84,901.09,6767.2,31.43,5.9,33.66,1.99,176.68,57.58,179.32,2.5,13.47,38.33,41.12,36.33,9.43,Cucumber,Vegetative,0.0,0.55,64.1,Moderate,7.0,Low,Medium
2025-06-09 10:50:52,39.95,63.26,773.95,8400.1,36.04,6.35,35.04,1.51,166.29,40.8,175.33,2.5,13.47,38.89,37.28,40.41,11.95,Herbs,Harvest,3.14,0.19,65.1,Moderate,32.6,Low,Low
2025-06-09 10:55:56,33.31,54.07,881.66,6995.45,46.01,6.46,27.36,2.04,218.21,37.44,204.65,2.3503,13.47,40.13,39.6,43.67,5.16,Chili,Flowering,1.17,0.39,73.5,Good,15.9,Low,Medium
